"Date" "Pays" "Conso" "Temp" "month" "year" "day" "weekend" "cosinus" "sinus" "wday" "quarter" "season" "holidays" "day_length" "jc" "lagholidays" "leadholidays" "teff" "seuil" "T00" "Wind_Speed" "Cloud_covering" "Solar_radiation" "Raining_Level" "Pressure" "t1" "t2" "t3" "t4" "t5" "t6" "t7"
2014-01-03 "FR" 1640,47807 9,5766 "January" "2014" "Friday" "0" 0,998666816288476 0,0516196672232538 "6" "1" "peak_season" "0" 12,0002031831609 "0" "0" "0" 9,250514 17,2 0 NA NA NA NA NA NA NA NA NA NA NA NA
2014-01-04 "FR" 1625,09502 9,1782 "January" "2014" "Saturday" "1" 0,997630305306586 0,0688024268023199 "7" "1" "peak_season" "0" 12,0006779362096 "1" "0" "0" 9,25172 17,2 0 NA NA NA NA NA 9,5766 NA NA NA NA NA NA
2014-01-05 "FR" 1712,82531 7,3562 "January" "2014" "Sunday" "1" 0,996298174934608 0,0859647987374465 "1" "1" "peak_season" "0" 12,0011871772342 "1" "0" "0" 8,021204 17,2 0 NA NA NA NA NA 9,1782 9,5766 NA NA NA NA NA
2014-01-06 "FR" 1706,5724 11,0275 "January" "2014" "Monday" "0" 0,994670819911521 0,103101697447435 "2" "1" "peak_season" "0" 12,0017306359609 "0" "0" "0" 10,107491 17,2 0 NA NA NA NA NA 7,3562 9,1782 9,5766 NA NA NA NA
2014-01-07 "FR" 1627,61008 11,1275 "January" "2014" "Tuesday" "0" 0,99274872245774 0,120208044899353 "3" "1" "peak_season" "0" 12,0023080261548 "0" "0" "0" 10,507092 17,2 0 NA NA NA NA NA 11,0275 7,3562 9,1782 9,5766 NA NA NA
2014-01-08 "FR" 1584,28063 11,31 "January" "2014" "Wednesday" "0" 0,990532452132223 0,137278772113265 "4" "1" "peak_season" "0" 12,0029190464152 "0" "0" "0" 11,233775 17,2 0 NA NA NA NA NA 11,1275 11,0275 7,3562 9,1782 9,5766 NA NA
2014-01-09 "FR" 1685,884 10,9075 "January" "2014" "Thursday" "0" 0,988022665663698 0,154308820664281 "5" "1" "peak_season" "0" 12,0035633813673 "0" "0" "0" 11,011125 17,2 0 NA NA NA NA NA 11,31 11,1275 11,0275 7,3562 9,1782 9,5766 NA
2014-01-10 "FR" 1792,78081 7,9475 "January" "2014" "Friday" "0" 0,985220106756061 0,171293144181478 "6" "1" "peak_season" "0" 12,0042407019933 "0" "0" "0" 8,9887 17,2 0 NA NA NA NA NA 10,9075 11,31 11,1275 11,0275 7,3562 9,1782 9,5766
2014-01-11 "FR" 1689,72862 6,9525 "January" "2014" "Saturday" "1" 0,982125605868001 0,188226709843244 "7" "1" "peak_season" "0" 12,0049506669574 "1" "0" "0" 7,75445 17,2 0 NA NA NA NA NA 7,9475 10,9075 11,31 11,1275 11,0275 7,3562 9,1782
2014-01-12 "FR" 1754,15606 6,25 "January" "2014" "Sunday" "1" 0,978740079966915 0,205104499868619 "1" "1" "peak_season" "0" 12,0056929228041 "1" "0" "0" 6,641025 17,2 0 NA NA NA NA NA 6,9525 7,9475 10,9075 11,31 11,1275 11,0275 7,3562
2014-01-13 "FR" 1892,11064 6,6725 "January" "2014" "Monday" "0" 0,975064532257195 0,221921513004165 "2" "1" "peak_season" "0" 12,00646710568 "0" "0" "0" 6,645475 17,2 0 NA NA NA NA NA 6,25 6,9525 7,9475 10,9075 11,31 11,1275 11,0275
2014-01-14 "FR" 2027,59615 5,7125 "January" "2014" "Tuesday" "0" 0,97110005188295 0,23867276600595 "3" "1" "peak_season" "0" 12,007272841533 "0" "0" "0" 5,9617 17,2 0 NA NA NA NA NA 6,6725 6,25 6,9525 7,9475 10,9075 11,31 11,1275
2014-01-15 "FR" 1995,56295 4,705 "January" "2014" "Wednesday" "0" 0,966847813605277 0,255353295116187 "4" "1" "peak_season" "0" 12,0081097471714 "0" "0" "0" 5,191075 17,2 0 NA NA NA NA NA 5,7125 6,6725 6,25 6,9525 7,9475 10,9075 11,31
2014-01-16 "FR" 1880,78577 4,365 "January" "2014" "Thursday" "0" 0,962309077454149 0,271958157534106 "5" "1" "peak_season" "0" 12,0089774312576 "0" "0" "0" 4,6384 17,2 0 NA NA NA NA NA 4,705 5,7125 6,6725 6,25 6,9525 7,9475 10,9075
2014-01-17 "FR" 1845,55785 4,7075 "January" "2014" "Friday" "0" 0,957485188355039 0,288482432880609 "6" "1" "peak_season" "0" 12,0098754950364 "0" "0" "0" 4,648875 17,2 0 NA NA NA NA NA 4,365 4,705 5,7125 6,6725 6,25 6,9525 7,9475
2014-01-18 "FR" 1707,26063 5,2275 "January" "2014" "Saturday" "1" 0,952377575730397 0,304921224656289 "7" "1" "peak_season" "0" 12,0108035329315 "1" "0" "0" 5,0011 17,2 0 NA NA NA NA NA 4,7075 4,365 4,705 5,7125 6,6725 6,25 6,9525
2014-01-19 "FR" 1742,25734 5,25 "January" "2014" "Sunday" "1" 0,946987753076075 0,321269661692364 "1" "1" "peak_season" "0" 12,0117611338033 "1" "0" "0" 5,159375 17,2 0 NA NA NA NA NA 5,2275 4,7075 4,365 4,705 5,7125 6,6725 6,25
2014-01-20 "FR" 2047,21051 4,87 "January" "2014" "Monday" "0" 0,941317317512847 0,337522899594113 "2" "1" "peak_season" "0" 12,0127478816774 "0" "0" "0" 4,9918 17,2 0 NA NA NA NA NA 5,25 5,2275 4,7075 4,365 4,705 5,7125 6,6725
2014-01-21 "FR" 2158,96499 4,895 "January" "2014" "Tuesday" "0" 0,935367949313148 0,353676122176372 "3" "1" "peak_season" "0" 12,0137633558114 "0" "0" "0" 4,94755 17,2 0 NA NA NA NA NA 4,87 5,25 5,2275 4,7075 4,365 4,705 5,7125
2014-01-25 "FR" 1850,647979 5,955 "January" "2014" "Saturday" "1" 0,908817637339503 0,417193602612317 "7" "1" "peak_season" "0" 12,0181040014823 "1" "0" "0" 6,116375 17,2 0 NA NA NA NA NA 4,895 4,87 5,25 5,2275 4,7075 4,365 4,705
2014-01-26 "FR" 1808,372181 8,2975 "January" "2014" "Sunday" "1" 0,901501684131884 0,432775592550431 "1" "1" "peak_season" "0" 12,0192567037212 "1" "0" "0" 7,546475 17,2 0 NA NA NA NA NA 5,955 4,895 4,87 5,25 5,2275 4,7075 4,365
2014-01-27 "FR" 2133,206722 6,8 "January" "2014" "Monday" "0" 0,893918596519257 0,448229341740411 "2" "1" "peak_season" "0" 12,0204355604119 "0" "0" "0" 6,919375 17,2 0 NA NA NA NA NA 8,2975 5,955 4,895 4,87 5,25 5,2275 4,7075
2014-01-28 "FR" 2147,176758 5,16 "January" "2014" "Tuesday" "0" 0,886070621534138 0,463550270902851 "3" "1" "peak_season" "0" 12,021640140348 "0" "0" "0" 5,9408 17,2 0 NA NA NA NA NA 6,8 8,2975 5,955 4,895 4,87 5,25 5,2275
2014-01-29 "FR" 2153,107539 5,33 "January" "2014" "Wednesday" "0" 0,877960084700888 0,478733840115788 "4" "1" "peak_season" "0" 12,0228700132502 "0" "0" "0" 5,5363 17,2 0 NA NA NA NA NA 5,16 6,8 8,2975 5,955 4,895 4,87 5,25
2014-01-31 "FR" 2074,719241 4,535 "January" "2014" "Friday" "0" 0,860961015888994 0,508670943852104 "6" "1" "peak_season" "0" 12,0254039231936 "0" "0" "0" 4,768875 17,2 0 NA NA NA NA NA 5,33 5,16 6,8 8,2975 5,955 4,895 4,87
2014-02-01 "FR" 1982,169183 7,3775 "February" "2014" "Saturday" "1" 0,852077521101309 0,52341560736555 "7" "1" "peak_season" "0" 12,0267071074247 "1" "0" "0" 6,539875 17,2 0 NA NA NA NA NA 4,535 5,33 5,16 6,8 8,2975 5,955 4,895
2014-02-02 "FR" 1913,509131 6,25 "February" "2014" "Sunday" "1" 0,842941537354783 0,5380051715383 "1" "1" "peak_season" "0" 12,0280338797304 "1" "0" "0" 6,167275 17,2 0 NA NA NA NA NA 7,3775 4,535 5,33 5,16 6,8 8,2975 5,955
2014-02-03 "FR" 2086,290492 5,725 "February" "2014" "Monday" "0" 0,83355577183857 0,55243531316762 "2" "1" "peak_season" "0" 12,0293838200304 "0" "0" "0" 6,07865 17,2 0 NA NA NA NA NA 6,25 7,3775 4,535 5,33 5,16 6,8 8,2975
2014-02-04 "FR" 2009,913824 7,505 "February" "2014" "Tuesday" "0" 0,823923005757554 0,566701756291118 "3" "1" "peak_season" "0" 12,0307565109597 "0" "0" "0" 7,0016 17,2 0 NA NA NA NA NA 5,725 6,25 7,3775 4,535 5,33 5,16 6,8
2014-02-05 "FR" 1998,689045 8,36 "February" "2014" "Wednesday" "0" 0,814046093508218 0,580800273453801 "4" "1" "peak_season" "0" 12,0321515387297 "0" "0" "0" 7,79305 17,2 0 NA NA NA NA NA 7,505 5,725 6,25 7,3775 4,535 5,33 5,16
2014-02-06 "FR" 1871,934193 8,2875 "February" "2014" "Thursday" "0" 0,803927961832821 0,594726686960763 "5" "1" "peak_season" "0" 12,0335684929291 "0" "0" "0" 8,174625 17,2 0 NA NA NA NA NA 8,36 7,505 5,725 6,25 7,3775 4,535 5,33
2014-02-07 "FR" 1858,499252 10,0825 "February" "2014" "Friday" "0" 0,793571608952147 0,608476870115126 "6" "1" "peak_season" "0" 12,0350069668558 "0" "0" "0" 9,50175 17,2 0 NA NA NA NA NA 8,2875 8,36 7,505 5,725 6,25 7,3775 4,535
2014-02-08 "FR" 1783,958569 8,205 "February" "2014" "Saturday" "1" 0,782980103677063 0,622046748440867 "7" "1" "peak_season" "0" 12,036466557516 "1" "0" "0" 8,537375 17,2 0 NA NA NA NA NA 10,0825 8,2875 8,36 7,505 5,725 6,25 7,3775
2014-02-09 "FR" 1804,760603 7,0025 "February" "2014" "Sunday" "1" 0,772156584499164 0,635432300890177 "1" "1" "peak_season" "0" 12,0379468661547 "1" "0" "0" 7,699725 17,2 0 NA NA NA NA NA 8,205 10,0825 8,2875 8,36 7,505 5,725 6,25
2014-02-10 "FR" 2000,962497 7,26 "February" "2014" "Monday" "0" 0,761104258660775 0,648629561034981 "2" "1" "peak_season" "0" 12,0394474978579 "0" "0" "0" 7,367425 17,2 0 NA NA NA NA NA 7,0025 8,205 10,0825 8,2875 8,36 7,505 5,725
2014-02-11 "FR" 2072,359476 6,885 "February" "2014" "Tuesday" "0" 0,749826401204569 0,661634618242278 "3" "1" "peak_season" "0" 12,0409680619505 "0" "0" "0" 6,96755 17,2 0 NA NA NA NA NA 7,26 7,0025 8,205 10,0825 8,2875 8,36 7,505
2014-02-12 "FR" 1990,019068 7,055 "February" "2014" "Wednesday" "0" 0,738326354003107 0,674443618832945 "4" "1" "peak_season" "0" 12,0425081719955 "0" "0" "0" 7,0589 17,2 0 NA NA NA NA NA 6,885 7,26 7,0025 8,205 10,0825 8,2875 8,36
2014-02-13 "FR" 1982,807546 7,8625 "February" "2014" "Thursday" "0" 0,726607524768566 0,687052767223667 "5" "1" "peak_season" "0" 12,0440674457285 "0" "0" "0" 7,568825 17,2 0 NA NA NA NA NA 7,055 6,885 7,26 7,0025 8,205 10,0825 8,2875
2014-02-14 "FR" 1814,236971 8,445 "February" "2014" "Friday" "0" 0,714673386042961 0,699458327051647 "6" "1" "peak_season" "0" 12,0456455050574 "0" "0" "0" 8,123575 17,2 0 NA NA NA NA NA 7,8625 7,055 6,885 7,26 7,0025 8,205 10,0825
2014-02-15 "FR" 1619,084538 10,765 "February" "2014" "Saturday" "1" 0,702527474169157 0,711656622281775 "7" "1" "peak_season" "0" 12,0472419761287 "1" "0" "0" 9,9062 17,2 0 NA NA NA NA NA 8,445 7,8625 7,055 6,885 7,26 7,0025 8,205
2014-02-16 "FR" 1674,789267 8,525 "February" "2014" "Sunday" "1" 0,690173388242972 0,723644038295912 "1" "1" "peak_season" "0" 12,048856489261 "1" "0" "0" 8,893 17,2 0 NA NA NA NA NA 10,765 8,445 7,8625 7,055 6,885 7,26 7,0025
2014-02-17 "FR" 1846,58892 8,005 "February" "2014" "Monday" "0" 0,677614789046689 0,735417022963985 "2" "1" "peak_season" "0" 12,050488678813 "0" "0" "0" 8,535 17,2 0 NA NA NA NA NA 8,525 10,765 8,445 7,8625 7,055 6,885 7,26
2014-02-18 "FR" 1828,703422 8,37 "February" "2014" "Tuesday" "0" 0,664855397964286 0,746972087696555 "3" "1" "peak_season" "0" 12,0521381831831 "0" "0" "0" 8,33275 17,2 0 NA NA NA NA NA 8,005 8,525 10,765 8,445 7,8625 7,055 6,885
2014-02-19 "FR" 1733,908047 9,2325 "February" "2014" "Wednesday" "0" 0,651898995878713 0,758305808478562 "4" "1" "peak_season" "0" 12,0538046448098 "0" "0" "0" 8,889475 17,2 0 NA NA NA NA NA 8,37 8,005 8,525 10,765 8,445 7,8625 7,055
2014-02-20 "FR" 1689,337149 9,735 "February" "2014" "Thursday" "0" 0,638749422051527 0,769414826883938 "5" "1" "peak_season" "0" 12,0554877096415 "0" "0" "0" 9,431175 17,2 0 NA NA NA NA NA 9,2325 8,37 8,005 8,525 10,765 8,445 7,8625
2014-02-21 "FR" 1773,86654 8,8725 "February" "2014" "Friday" "0" 0,625410572985246 0,780295851070775 "6" "1" "peak_season" "0" 12,0571870276001 "0" "0" "0" 9,076725 17,2 0 NA NA NA NA NA 9,735 9,2325 8,37 8,005 8,525 10,765 8,445
2014-02-22 "FR" 1645,507598 7,6725 "February" "2014" "Saturday" "1" 0,611886401268724 0,790945656756777 "7" "1" "peak_season" "0" 12,0589022519853 "1" "0" "0" 8,2065 17,2 0 NA NA NA NA NA 8,8725 9,735 9,2325 8,37 8,005 8,525 10,765
2014-02-23 "FR" 1547,059395 8,8725 "February" "2014" "Sunday" "1" 0,598180914405916 0,801361088174677 "1" "1" "peak_season" "0" 12,0606330396732 "1" "0" "0" 8,6685 17,2 0 NA NA NA NA NA 7,6725 8,8725 9,735 9,2325 8,37 8,005 8,525
2014-02-24 "FR" 1617,159852 10,22 "February" "2014" "Monday" "0" 0,584298173628368 0,811539059007361 "2" "1" "peak_season" "0" 12,062379050586 "0" "0" "0" 9,583325 17,2 0 NA NA NA NA NA 8,8725 7,6725 8,8725 9,735 9,2325 8,37 8,005
2014-02-25 "FR" 1708,557859 10,3875 "February" "2014" "Tuesday" "0" 0,570242292691787 0,821476553302414 "3" "1" "peak_season" "0" 12,0641399477588 "0" "0" "0" 10,116625 17,2 0 NA NA NA NA NA 10,22 8,8725 7,6725 8,8725 9,735 9,2325 8,37
2014-02-26 "FR" 1821,898947 7,795 "February" "2014" "Wednesday" "0" 0,556017436657045 0,831170626365808 "4" "1" "peak_season" "0" 12,0659153970083 "0" "0" "0" 8,623725 17,2 0 NA NA NA NA NA 10,3875 10,22 8,8725 7,6725 8,8725 9,735 9,2325
2014-02-27 "FR" 1912,040181 6,78 "February" "2014" "Thursday" "0" 0,541627820655981 0,840618405634478 "5" "1" "peak_season" "0" 12,0677050671313 "0" "0" "0" 7,52975 17,2 0 NA NA NA NA NA 7,795 10,3875 10,22 8,8725 7,6725 8,8725 9,735
2014-02-28 "FR" 1911,114879 7,045 "February" "2014" "Friday" "0" 0,527077708642372 0,849817091527528 "6" "1" "peak_season" "0" 12,0695086291101 "0" "0" "0" 7,11995 17,2 0 NA NA NA NA NA 6,78 7,795 10,3875 10,22 8,8725 7,6725 8,8725
2014-03-01 "FR" 1777,873563 6,43 "March" "2014" "Saturday" "1" 0,512371412128424 0,858763958275803 "7" "1" "low_season" "0" 12,0713257560465 "1" "0" "0" 6,59055 17,2 0 NA NA NA NA NA 7,045 6,78 7,795 10,3875 10,22 8,8725 7,6725
2014-03-02 "FR" 1711,933113 6,4075 "March" "2014" "Sunday" "1" 0,497513288907181 0,867456354729597 "1" "1" "low_season" "0" 12,0731561235587 "1" "0" "0" 6,513325 17,2 0 NA NA NA NA NA 6,43 7,045 6,78 7,795 10,3875 10,22 8,8725
2014-03-03 "FR" 1913,639072 7,475 "March" "2014" "Monday" "0" 0,482507741761218 0,875891705144243 "2" "1" "low_season" "0" 12,0749994086557 "0" "0" "0" 7,126325 17,2 0 NA NA NA NA NA 6,4075 6,43 7,045 6,78 7,795 10,3875 10,22
2014-03-04 "FR" 1870,199828 6,9275 "March" "2014" "Tuesday" "0" 0,467359217158002 0,884067509943364 "3" "1" "low_season" "0" 12,0768552899361 "0" "0" "0" 6,937375 17,2 0 NA NA NA NA NA 7,475 6,4075 6,43 7,045 6,78 7,795 10,3875
2014-03-05 "FR" 1772,443431 7,925 "March" "2014" "Wednesday" "0" 0,452072203932304 0,891981346459549 "4" "1" "low_season" "0" 12,0787234475878 "0" "0" "0" 7,683425 17,2 0 NA NA NA NA NA 6,9275 7,475 6,4075 6,43 7,045 6,78 7,795
2014-03-06 "FR" 1698,900014 8,315 "March" "2014" "Thursday" "0" 0,436651231956064 0,899630869652243 "5" "1" "low_season" "0" 12,0806035625272 "0" "0" "0" 8,0267 17,2 0 NA NA NA NA NA 7,925 6,9275 7,475 6,4075 6,43 7,045 6,78
2014-03-07 "FR" 1606,380155 8,875 "March" "2014" "Friday" "0" 0,42110087079609 0,907013812802636 "6" "1" "low_season" "0" 12,0824953165982 "0" "0" "0" 8,6278 17,2 0 NA NA NA NA NA 8,315 7,925 6,9275 7,475 6,4075 6,43 7,045
2014-03-08 "FR" 1346,625282 10,285 "March" "2014" "Saturday" "1" 0,405425728359997 0,914127988185334 "7" "1" "low_season" "0" 12,0843983922402 "1" "0" "0" 9,7301 17,2 0 NA NA NA NA NA 8,875 8,315 7,925 6,9275 7,475 6,4075 6,43
2014-03-09 "FR" 1253,965502 12,0575 "March" "2014" "Sunday" "1" 0,389630449530788 0,920971287716635 "1" "1" "low_season" "0" 12,0863124719593 "1" "0" "0" 11,246975 17,2 0 NA NA NA NA NA 10,285 8,875 8,315 7,925 6,9275 7,475 6,4075
2014-03-10 "FR" 1372,692473 11,73 "March" "2014" "Monday" "0" 0,373719714790469 0,927541683579197 "2" "1" "low_season" "0" 12,0882372383277 "0" "0" "0" 11,554475 17,2 0 NA NA NA NA NA 12,0575 10,285 8,875 8,315 7,925 6,9275 7,475
2014-03-11 "FR" 1438,881047 11,5525 "March" "2014" "Tuesday" "0" 0,357698238833125 0,933837228822925 "3" "1" "low_season" "0" 12,0901723735862 "0" "0" "0" 11,663475 17,2 0 NA NA NA NA NA 11,73 12,0575 10,285 8,875 8,315 7,925 6,9275
2014-03-12 "FR" 1420,026074 11,4975 "March" "2014" "Wednesday" "0" 0,341570769167856 0,939856057941895 "4" "1" "low_season" "0" 12,0921175591151 "0" "0" "0" 11,54405 17,2 0 NA NA NA NA NA 11,5525 11,73 12,0575 10,285 8,875 8,315 7,925
2014-03-13 "FR" 1389,701904 11,715 "March" "2014" "Thursday" "0" 0,32534208471198 0,945596387427143 "5" "1" "low_season" "0" 12,0940724755658 "0" "0" "0" 11,652025 17,2 0 NA NA NA NA NA 11,4975 11,5525 11,73 12,0575 10,285 8,875 8,315
2014-03-14 "FR" 1330,295004 11,685 "March" "2014" "Friday" "0" 0,309016994374947 0,951056516295154 "6" "1" "low_season" "0" 12,0960368022654 "0" "0" "0" 11,6601 17,2 0 NA NA NA NA NA 11,715 11,4975 11,5525 11,73 12,0575 10,285 8,875
2014-03-15 "FR" 1287,632641 11,325 "March" "2014" "Saturday" "1" 0,292600335633348 0,956234826591906 "7" "1" "low_season" "0" 12,0980102168851 "1" "0" "0" 11,4486 17,2 0 NA NA NA NA NA 11,685 11,715 11,4975 11,5525 11,73 12,0575 10,285
2014-03-16 "FR" 1207,414559 12,26 "March" "2014" "Sunday" "1" 0,276096973097469 0,961129783872301 "1" "1" "low_season" "0" 12,0999923950434 "1" "0" "0" 12,00905 17,2 0 NA NA NA NA NA 11,325 11,685 11,715 11,4975 11,5525 11,73 12,0575
2014-03-17 "FR" 1381,196606 11,165 "March" "2014" "Monday" "0" 0,2595117970698 0,965739937654855 "2" "1" "low_season" "0" 12,1019830101728 "0" "0" "0" 11,37675 17,2 0 NA NA NA NA NA 12,26 11,325 11,685 11,715 11,4975 11,5525 11,73
2014-03-18 "FR" 1403,240299 11,2825 "March" "2014" "Tuesday" "0" 0,242849722095936 0,970063921851507 "3" "1" "low_season" "0" 12,1039817330572 "0" "0" "0" 11,418925 17,2 0 NA NA NA NA NA 11,165 12,26 11,325 11,685 11,715 11,4975 11,5525
2014-03-19 "FR" 1351,82527 12,1 "March" "2014" "Wednesday" "0" 0,226115685508288 0,97410045517242 "4" "1" "low_season" "0" 12,1059882315 "0" "0" "0" 11,811425 17,2 0 NA NA NA NA NA 11,2825 11,165 12,26 11,325 11,685 11,715 11,4975
2014-03-20 "FR" 1216,598355 12,6825 "March" "2014" "Thursday" "0" 0,209314645963048 0,977848341505657 "5" "1" "low_season" "0" 12,1080021697945 "0" "0" "0" 12,359475 17,2 0 NA NA NA NA NA 12,1 11,2825 11,165 12,26 11,325 11,685 11,715
2014-03-21 "FR" 1253,445098 12,725 "March" "2014" "Friday" "0" 0,19245158197083 0,981306470271609 "6" "1" "low_season" "0" 12,1100232085917 "0" "0" "0" 12,617775 17,2 0 NA NA NA NA NA 12,6825 12,1 11,2825 11,165 12,26 11,325 11,685
2014-03-25 "FR" 1748,972783 7,595 "March" "2014" "Tuesday" "0" 0,124479263886789 0,992222209417932 "3" "1" "low_season" "0" 12,1181714277797 "0" "0" "0" 7,5676 17,2 0 NA NA NA NA NA 12,725 12,6825 12,1 11,2825 11,165 12,26 11,325
2014-03-27 "FR" 1698,898731 7,57 "March" "2014" "Thursday" "0" 0,0902516100310412 0,995918996147179 "5" "1" "low_season" "0" 12,1222789743874 "0" "0" "0" 7,593125 17,2 0 NA NA NA NA NA 7,595 12,725 12,6825 12,1 11,2825 11,165 12,26
2014-03-28 "FR" 1458,7161 9,7325 "March" "2014" "Friday" "0" 0,0730951298980778 0,997324973108155 "6" "1" "low_season" "0" 12,1243398157756 "0" "0" "0" 9,036875 17,2 0 NA NA NA NA NA 7,57 7,595 12,725 12,6825 12,1 11,2825 11,165
2014-03-29 "FR" 1108,232257 13,12 "March" "2014" "Saturday" "1" 0,0559169901006035 0,998435421155564 "7" "1" "low_season" "0" 12,1264048596885 "1" "0" "0" 11,656125 17,2 0 NA NA NA NA NA 9,7325 7,57 7,595 12,725 12,6825 12,1 11,2825
2014-03-30 "FR" 1080,822132 14,9925 "March" "2014" "Sunday" "1" 0,0387222808921745 0,999250011239683 "1" "1" "low_season" "0" 12,1284737147888 "1" "0" "0" 13,832575 17,2 0 NA NA NA NA NA 13,12 9,7325 7,57 7,595 12,725 12,6825 12,1
2014-03-31 "FR" 1112,189528 13,985 "March" "2014" "Monday" "0" 0,0215160974362223 0,999768501979891 "2" "1" "low_season" "0" 12,1305459818575 "0" "0" "0" 14,017875 17,2 0 NA NA NA NA NA 14,9925 13,12 9,7325 7,57 7,595 12,725 12,6825
2014-04-01 "FR" 997,03228 14,18 "April" "2014" "Tuesday" "0" 0,00430353829624429 0,99999073973619 "3" "2" "low_season" "0" 12,1326212535302 "0" "0" "0" 14,27685 17,2 0 NA NA NA NA NA 13,985 14,9925 13,12 9,7325 7,57 7,595 12,725
2014-04-02 "FR" 944,189957 14,7725 "April" "2014" "Wednesday" "0" -0,0129102960750088 0,999916658654738 "4" "2" "low_season" "0" 12,134699113369 "0" "0" "0" 14,545775 17,2 0 NA NA NA NA NA 14,18 13,985 14,9925 13,12 9,7325 7,57 7,595
2014-04-03 "FR" 982,857806 15,39 "April" "2014" "Thursday" "0" -0,0301203048469081 0,999546280687357 "5" "2" "low_season" "0" 12,136779135863 "0" "0" "0" 15,091425 17,2 0 NA NA NA NA NA 14,7725 14,18 13,985 14,9925 13,12 9,7325 7,57
2014-04-04 "FR" 1031,245196 13,9725 "April" "2014" "Friday" "0" -0,0473213883224319 0,998879715585034 "6" "2" "low_season" "0" 12,1388608859645 "0" "0" "0" 14,341475 17,2 0 NA NA NA NA NA 15,39 14,7725 14,18 13,985 14,9925 13,12 9,7325
2014-04-05 "FR" 893,225075 13,5925 "April" "2014" "Saturday" "1" -0,0645084494493162 0,997917160865392 "7" "2" "low_season" "0" 12,1409439182944 "1" "0" "0" 13,9447 17,2 0 NA NA NA NA NA 13,9725 15,39 14,7725 14,18 13,985 14,9925 13,12
2014-04-06 "FR" 817,414902 15,1175 "April" "2014" "Sunday" "1" -0,0816763953304224 0,99665890175417 "1" "2" "low_season" "0" 12,1430277772744 "1" "0" "0" 14,67505 17,2 0 NA NA NA NA NA 13,5925 13,9725 15,39 14,7725 14,18 13,985 14,9925
2014-04-07 "FR" 891,122542 16,06 "April" "2014" "Monday" "0" -0,0988201387328714 0,995105311100698 "2" "2" "low_season" "0" 12,1451119961341 "0" "0" "0" 15,504975 17,2 0 NA NA NA NA NA 15,1175 13,5925 13,9725 15,39 14,7725 14,18 13,985
2014-04-08 "FR" 1074,33575 13,0725 "April" "2014" "Tuesday" "0" -0,1159345995955 0,993256849267414 "3" "2" "low_season" "0" 12,1471960969104 "0" "0" "0" 13,907575 17,2 0 NA NA NA NA NA 16,06 15,1175 13,5925 13,9725 15,39 14,7725 14,18
2014-04-09 "FR" 1104,441172 11,76 "April" "2014" "Wednesday" "0" -0,133014706534196 0,991114063993455 "4" "2" "low_season" "0" 12,1492795897855 "0" "0" "0" 12,671125 17,2 0 NA NA NA NA NA 13,0725 16,06 15,1175 13,5925 13,9725 15,39 14,7725
2014-04-10 "FR" 1023,464428 12,6725 "April" "2014" "Thursday" "0" -0,150055398344653 0,98867759023234 "5" "2" "low_season" "0" 12,1513619728221 "0" "0" "0" 12,581375 17,2 0 NA NA NA NA NA 11,76 13,0725 16,06 15,1175 13,5925 13,9725 15,39
2014-04-11 "FR" 962,366561 13,3225 "April" "2014" "Friday" "0" -0,167051625502119 0,98594814996383 "6" "2" "low_season" "0" 12,1534427314334 "0" "0" "0" 12,962 17,2 0 NA NA NA NA NA 12,6725 11,76 13,0725 16,06 15,1175 13,5925 13,9725
2014-04-12 "FR" 841,383752 13,42 "April" "2014" "Saturday" "1" -0,18399835165768 0,982926551979982 "7" "2" "low_season" "0" 12,1555213382509 "1" "0" "0" 13,283825 17,2 0 NA NA NA NA NA 13,3225 12,6725 11,76 13,0725 16,06 15,1175 13,5925
2014-04-13 "FR" 867,747298 13,6475 "April" "2014" "Sunday" "1" -0,200890555130635 0,97961369164549 "1" "2" "low_season" "0" 12,1575972523292 "1" "0" "0" 13,556825 17,2 0 NA NA NA NA NA 13,42 13,3225 12,6725 11,76 13,0725 16,06 15,1175
2014-04-14 "FR" 1021,433822 13,185 "April" "2014" "Monday" "0" -0,217723230396532 0,976010550632368 "2" "2" "low_season" "0" 12,1596699194113 "0" "0" "0" 13,301225 17,2 0 NA NA NA NA NA 13,6475 13,42 13,3225 12,6725 11,76 13,0725 16,06
2014-04-15 "FR" 1127,878985 11,905 "April" "2014" "Tuesday" "0" -0,23449138957041 0,972118196629061 "3" "2" "low_season" "0" 12,1617387709353 "0" "0" "0" 12,4014 17,2 0 NA NA NA NA NA 13,185 13,6475 13,42 13,3225 12,6725 11,76 13,0725
2014-04-16 "FR" 1108,97881 11,6025 "April" "2014" "Wednesday" "0" -0,251190063884819 0,967937783024064 "4" "2" "low_season" "0" 12,1638032243649 "0" "0" "0" 11,907125 17,2 0 NA NA NA NA NA 11,905 13,185 13,6475 13,42 13,3225 12,6725 11,76
2014-04-17 "FR" 995,296946 12,675 "April" "2014" "Thursday" "0" -0,267814305162174 0,963470548564149 "5" "2" "low_season" "0" 12,1658626823293 "0" "0" "1" 12,369475 17,2 0 NA NA NA NA NA 11,6025 11,905 13,185 13,6475 13,42 13,3225 12,6725
