"Conso" "Temp" "cosinus" "sinus" "day_length" "teff" "seuil" "T00" "Wind_Speed" "Cloud_covering" "Solar_radiation" "Raining_Level" "Pressure" "t1" "t2" "t3" "t4" "t5" "t6" "t7" "Date" "month" "year" "day" "weekend" "wday" "quarter" "season" "holidays" "jc" "lagholidays" "leadholidays"
0,752996715090475 -0,331179841007532 1,14554281616865 -0,77481172560403 -1,26479138305465 -0,373205048943859 NA -0,623980786084574 2,41859730329527 0,890419423673731 -1,23741008373525 3,74777699382767 -0,386978729851886 -0,361628928550848 -0,976856729936506 0,0213838757656298 -0,460717003445192 -0,247886657436999 -0,26784531663994 -1,10807767382156 2015-11-30 "November" "2015" "Monday" "0" "2" "4" "peak_season" "0" "0" "0" "0"
0,587897070354211 -0,266316060126185 1,15767067673956 -0,753562879923329 -1,27459974278527 -0,274322020781864 NA -0,623980786084574 0,192804830883671 1,04712125684215 -1,17525291881778 0,189093086092748 0,515611594266337 -0,367687663501464 -0,935302680601795 0,195945004538535 -0,277641021613763 -0,370056381658945 -0,0662357686835784 -0,693013024272075 2015-12-01 "December" "2015" "Tuesday" "0" "3" "4" "peak_season" "0" "0" "0" "0"
0,363209266351538 0,035472569587776 1,16943635037862 -0,73210530840095 -1,28399719709734 -0,0620344465649625 NA -0,623980786084574 0,962908651224759 0,945725953027289 -1,1518616182393 -0,633444322901048 0,885560284168924 -0,668685309270725 -0,823597110543834 -0,0118725155169549 -0,0140441362594927 -0,29451244843576 -0,0723156659734537 -0,649188260522651 2015-12-02 "December" "2015" "Wednesday" "0" "4" "4" "peak_season" "0" "0" "0" "0"
0,479043998972247 -0,122172941250744 1,1808363506628 -0,710445369378428 -1,29297725316342 -0,120431574445055 NA -0,623980786084574 0,656150000594037 0,812990282578749 -1,05291531860919 -0,633444322901048 0,86236369171929 -0,803073492223419 -0,990588307107301 -0,148758263141957 0,111917681130225 0,056967218349815 -0,374364655686277 -0,53137855736105 2015-12-03 "December" "2015" "Thursday" "0" "5" "4" "peak_season" "0" "0" "0" "0"
0,361705127415624 -0,177946578142192 1,191867299526 -0,688589481163152 -1,30153360253655 -0,141725565708343 NA -0,623980786084574 1,61227105926347 -0,52727127875582 -0,871605284547803 0,530204188057823 0,728851286314855 -0,511537590029789 -1,03074383511395 -0,0981163451762695 0,137428445103022 -0,126635429875475 -0,509222238331028 -0,707494961292697 2015-12-04 "December" "2015" "Friday" "0" "6" "4" "peak_season" "0" "0" "0" "0"
0,32471726273884 -0,222388665676368 1,20252592825998 -0,666544120126493 -1,30966013776958 -0,204596574922851 NA -0,623980786084574 2,88382905757286 -0,357664588738241 -1,09563464220088 -0,633444322901048 0,638810491950355 -0,716607181856086 -1,07462992757002 -0,403839122389234 -0,256295280330402 -0,191592480539066 -0,216668040780571 -0,749844781738584 2015-12-05 "December" "2015" "Saturday" "1" "7" "4" "peak_season" "0" "1" "0" "0"
0,00734913793433 -0,0311054713245424 1,21280907848304 -0,644315818784701 -1,31735096746666 -0,0815362752672651 NA -0,623980786084574 2,51066263017583 0,943882402048838 -1,10628701852066 -0,38910232787642 0,282378481107946 -0,396325820545079 -0,899790102495383 -0,10890647433992 0,112937423255634 -0,243352184450287 -0,422453912871534 -0,796129022734712 2015-12-06 "December" "2015" "Sunday" "1" "1" "4" "peak_season" "0" "1" "0" "0"
0,282332536767507 0,0878799476774851 1,22271370307583 -0,621911163863192 -1,32460043196188 0,0269334249685232 NA -0,623980786084574 -0,484856345663411 0,492212412328109 -1,12506594997099 -0,415713832285043 1,24991222414816 -0,272717663788516 -0,628945487108872 0,111197455141437 0,0338837436347538 -0,02057323656155 -0,101053852214592 -0,611735103235608 2015-12-07 "December" "2015" "Monday" "0" "2" "4" "peak_season" "0" "0" "0" "0"
0,287715933147006 0,00691955565786092 1,23223686708431 -0,599336794344749 -1,33140311805709 0,0138963811052089 NA -0,623980786084574 0,488998607937936 -0,796429721609805 -0,967915944676109 0,452788902505466 1,01801669902179 -0,2994397123721 -0,934742567525818 0,0345893762616551 0,146606124231707 0,118003738531292 0,0229860510649345 -0,326090226932244 2015-12-08 "December" "2015" "Tuesday" "0" "3" "4" "peak_season" "0" "0" "0" "0"
0,53309561129867 -0,261343460811163 1,24137574858948 -0,576599399502256 -1,33775387438702 -0,174698334250566 NA -0,623980786084574 0,34524086391542 -1,86384573813349 -0,871824921172953 -0,61650972918647 1,69103467722709 -0,620744275600763 -1,0456907519779 -0,434386033196994 0,0166298789812005 0,0237128050496106 -0,0038293340092597 -0,64859754015675 2015-12-09 "December" "2015" "Wednesday" "0" "4" "4" "peak_season" "0" "0" "0" "0"
0,766652451626857 -0,539970901728944 1,2501276395435 -0,553705716916519 -1,34364782490284 -0,427640997449281 NA -0,623980786084574 1,89318350132322 0,274673396870779 -1,05599023136129 -0,369748506488331 1,27902236368666 -1,07706933757393 -1,41781719785121 -0,748880615583543 -0,430697000031766 -0,288721085282155 -0,32625617048935 -0,765608470496536 2015-12-10 "December" "2015" "Thursday" "0" "5" "4" "peak_season" "0" "0" "0" "0"
0,722208261759431 -0,439016343682223 1,25848994657221 -0,530662530479773 -1,34908038361008 -0,43542321457583 NA -0,623980786084574 1,44568564197754 0,785337017901969 -1,2442188191149 1,64062969019945 0,414130902259755 -0,923090861725885 -1,29867868068438 -0,568808616753973 -0,186513939444786 -0,613225955409038 -0,784175113999283 -1,15806970679987 2015-12-11 "December" "2015" "Friday" "0" "6" "4" "peak_season" "0" "0" "0" "0"
0,496706935341586 -0,500327081981216 1,26646019174356 -0,507476668385473 -1,35404726742508 -0,503775996603545 NA -0,623980786084574 0,993659979670521 0,040542422607381 -1,11035029608593 1,08662655296539 0,265095435747139 -0,704512705256374 -1,15819598032672 -0,377553117782725 -0,626031400915059 -0,495648714489199 -0,629658812223702 -1,03242088431721 2015-12-12 "December" "2015" "Saturday" "1" "7" "4" "peak_season" "0" "1" "0" "0"
0,271847248100811 -0,364672248247027 1,27403601330189 -0,484155001104947 -1,35854450777716 -0,40108552808954 NA -0,623980786084574 -0,279218627835928 0,671036857237948 -1,07762443893857 0,0632932470701679 0,268193008031756 -0,922657821213918 -1,29157686960785 -0,324499504848944 -0,793540180173781 -0,567054578547539 -0,410317191905787 -0,884261529149076 2015-12-13 "December" "2015" "Sunday" "1" "1" "4" "peak_season" "0" "1" "0" "0"
0,811548487040521 -0,536301638127542 1,28121516636778 -0,460704439351537 -1,36256846409224 -0,512741776879631 NA -0,623980786084574 -0,778031587410116 0,84248709823398 -1,103871015644 -0,631025095227537 0,390019117998732 -0,95361830171109 -1,5275112926489 -0,556985429227465 -0,56178334430487 -0,409063484569158 -0,629224259159973 -1,02493099590429 2015-12-14 "December" "2015" "Monday" "0" "2" "4" "peak_season" "0" "0" "0" "0"
0,792110931399752 -0,585122767629455 1,28799552360323 -0,43713193203279 -1,36611583225931 -0,55474591315613 NA -0,623980786084574 -1,02083502121192 0,444280086888359 -1,04369058035288 -0,628605867554026 0,603223610362198 -0,592949206279562 -1,38488677625229 -0,448139311970833 -0,447937956557149 -0,608952528841604 -0,660292880415446 -1,27375801795563 2015-12-15 "December" "2015" "Tuesday" "0" "3" "4" "peak_season" "0" "0" "0" "0"
0,408643564313944 -0,0332348064235463 1,29437507584207 -0,413444464191368 -1,36918365654613 -0,189135194647703 NA -0,623980786084574 0,505600552129512 1,25359896642877 -1,26387629706583 0,501173455975689 0,460946483379683 -0,203381363053854 -1,10657046379567 0,201959536501646 -0,217949534247493 -0,665812306314638 -0,298364016761668 -1,12333980755186 2015-12-16 "December" "2015" "Wednesday" "0" "4" "4" "peak_season" "0" "0" "0" "0"
-0,162515133802826 0,452498490439437 1,30035193268527 -0,389649054935201 -1,37176933837928 0,237662349866143 NA -0,623980786084574 0,641623299426407 0,494055963306561 -1,02831601659238 -0,61650972918647 0,370518492479611 -0,151405004967068 -0,505470497007908 0,527420713537317 0,335817769653153 -0,023053177544688 0,0925645340919529 -0,82981494448073 2015-12-17 "December" "2015" "Thursday" "0" "5" "4" "peak_season" "0" "0" "0" "0"
0,0431748570996141 0,301975667768345 1,30592432306118 -0,365752755357608 -1,37387064418346 0,281529961382813 NA -0,623980786084574 0,505034576759345 0,982596972596328 -1,14867688717462 -0,401198466243976 0,35731861058489 -0,249287489539263 -0,710073815031761 0,233234367436971 0,437576846724607 0,542658583994755 0,144722438546463 -0,195867965641886 2015-12-18 "December" "2015" "Friday" "0" "6" "4" "peak_season" "0" "0" "0" "0"
-0,315889664135333 0,365872323741177 1,31109059575025 -0,341762646447869 -1,37548571133938 0,373610711347475 NA -0,623980786084574 0,764251296296007 0,737404692462219 -1,18118310769683 -0,621348184533492 0,206875156670169 -0,285877496692004 -0,785044421842657 0,375226585047769 0,163976162038788 0,367351410870956 0,04649806373432 -0,411651799427094 2015-12-19 "December" "2015" "Saturday" "1" "7" "4" "peak_season" "0" "1" "0" "0"
-0,373737508828004 0,400298649883744 1,3158492198744 -0,317685836993009 -1,37661305539592 0,386748746425292 NA -0,623980786084574 0,809529325909398 0,525396329940244 -1,13418086991471 -0,582640541757314 -0,16272153638191 -0,152531676741566 -0,779992835987624 0,318312789619326 0,501239734857767 0,441768977136888 0,00978025265036663 -0,490719163119468 2015-12-20 "December" "2015" "Sunday" "1" "1" "4" "peak_season" "0" "1" "0" "0"
0,0991903427038396 0,153457657675847 1,32019878535059 -0,293529461471289 -1,3772515744601 0,223311662464457 NA -0,623980786084574 2,32275880728026 0,470089800586686 -1,07674589243797 0,62697329499827 -0,0109404944351869 -0,243117620297965 -0,621776744281122 0,135520281222089 0,110093332348901 0,481863773460758 0,1435918314603 -0,485391534159085 2015-12-21 "December" "2015" "Monday" "0" "2" "4" "peak_season" "0" "0" "0" "0"
-0,0678993342482434 0,404121491260318 1,32413800330871 -0,269300677938111 -1,37740055170571 0,371147435013418 NA -0,623980786084574 2,45255582550532 1,0028760333593 -1,26739048306823 -0,00686435546165601 0,10032571001602 -0,160441372464572 -0,451054983268226 0,350848613502907 -0,235448653336272 0,194379152941807 0,0526894834918782 -0,318529749293208 2015-12-22 "December" "2015" "Tuesday" "0" "3" "4" "peak_season" "0" "0" "0" "0"
-0,0212282941171073 0,228345501450164 1,32766570647345 -0,245006665904939 -1,37705965882259 0,247658459435664 NA -0,623980786084574 1,84696217942621 -0,739279641277795 -1,00898799357917 -0,28507553791544 0,392025500046734 -0,2100187627594 -0,473163597512432 0,151608051314129 0,179061461159825 0,486316065167327 0,135654508243157 -0,13847892481132 2015-12-23 "December" "2015" "Wednesday" "0" "4" "4" "peak_season" "0" "0" "0" "0"
0,0133710899225672 0,047713133344037 1,33078084951024 -0,220654624211843 -1,37622895633018 0,12643793428921 NA -0,623980786084574 1,40795395063305 0,105066706853199 -1,07334152474814 -0,282656310241929 0,173013059649585 -0,220568855940327 -0,826302562382513 -0,000538284439770805 -0,337448682133561 0,281597662138244 0,0859039508496603 -0,161795660763455 2015-12-24 "December" "2015" "Thursday" "0" "5" "4" "peak_season" "0" "0" "0" "1"
-0,0913411603320549 -0,146135224928226 1,33348250933497 -0,196251768894339 -1,37490889514541 -0,0655878302352204 NA -0,623980786084574 0,876125761132427 0,278360498827683 -1,15526598592912 -0,321363953018108 0,692982807246281 -0,176552012396508 -0,815382118762845 -0,239274028095364 -0,280119382222353 0,0712232533581451 0,0753170076244695 -0,53423184818502 2015-12-25 "December" "2015" "Friday" "0" "6" "4" "peak_season" "1" "1" "0" "1"
-0,568694574830291 0,501954684795439 1,33576988538751 -0,171805331045112 -1,37310031219267 0,345955199709215 NA -0,623980786084574 2,45349911778893 0,0202633618444094 -1,00525417095162 -0,594736680124869 0,508290059775392 -0,295427381256796 -0,660530228235951 0,177235986714405 -0,605176168502148 -0,154543225773436 0,119487596031496 -0,52271465866118 2015-12-26 "December" "2015" "Saturday" "1" "7" "4" "peak_season" "1" "1" "1" "0"
-0,332960606777746 0,248646823027605 1,33764229986899 -0,147322554671297 -1,37080443009026 0,234621752350056 NA -0,623980786084574 1,32984934954995 0,565954451466187 -1,20468422658789 -0,551190582001668 0,673024585821459 -0,428183039801545 -0,779964654197637 0,0495742370695057 0,309024798282162 0,600257992989077 0,000197011634320069 -0,359400911213131 2015-12-27 "December" "2015" "Sunday" "1" "1" "4" "peak_season" "0" "1" "1" "0"
0,104347071114539 0,0486179969923465 1,33909919794257 -0,122810694547913 -1,36802285338748 0,144069215419521 NA -0,623980786084574 -0,30468751949346 -1,15039150947258 -0,964072303735983 -0,61650972918647 0,971693913492598 -0,530139170959764 -1,00939612919937 -0,203602265480405 -0,205880434408786 0,305241699854671 -0,133022344416195 -0,485361812379669 2015-12-28 "December" "2015" "Monday" "0" "2" "4" "peak_season" "0" "0" "0" "0"
0,454630386328627 -0,254258129399859 1,34014014789793 -0,0982770140681235 -1,36475756197965 -0,14042551956984 NA -0,623980786084574 -0,0881076111760744 -0,656319847247457 -1,07004697537089 -0,597155907798381 0,774610876883209 -0,418104309301785 -1,33760125537912 -0,214388718279775 0,0363793150809033 0,0722771074211549 -0,235334594509259 -0,72733053383069 2015-12-29 "December" "2015" "Tuesday" "0" "3" "4" "peak_season" "0" "0" "0" "0"
0,345072514011595 -0,377116198786624 1,34076484127911 -0,0737287830909376 -1,36101090703169 -0,30337280245492 NA -0,623980786084574 0,969323038753323 -1,35318211710229 -0,936507907279649 -0,633444322901048 0,658205518414332 -0,619188395531218 -1,64952787511808 -0,413743247761253 -0,154820182078683 -0,280469117917211 -0,122908410278072 -1,07347037691363 2015-12-30 "December" "2015" "Wednesday" "0" "4" "4" "peak_season" "0" "0" "0" "0"
0,101143834634925 -0,371491931614791 1,340973092976 -0,0491732757869837 -1,35678560251158 -0,361018452981913 NA -0,623980786084574 1,1883555070081 -0,62129237865687 -0,964291940361133 -0,161694926566371 0,061359658662806 -0,5034401156777 -1,65533332385524 -0,234906507329975 -0,00148022484094521 -0,423556395032018 -0,324694855941792 -1,40244217716119 2015-12-31 "December" "2015" "Thursday" "0" "5" "4" "peak_season" "0" "0" "0" "1"
0,0468315579988422 -0,551696772400846 1,34076484127911 -0,0246177684830324 -1,35208471735116 -0,507370509251114 NA -0,623980786084574 -0,519946818613789 -0,569672951260215 -0,995150886194718 -0,599575135471892 0,656832730697278 -0,746417997277239 -1,56889272851995 -0,538526404174419 -0,47425762989525 -0,417006063585328 -0,208542283049068 -1,40856486372097 2016-01-01 "January" "2016" "Friday" "0" "6" "1" "peak_season" "1" "1" "0" "0"
0,204903185185771 -0,855386445926393 1,34014014789793 -6,95375058457262e-05 -1,34691166509819 -0,752669707738036 NA -0,623980786084574 1,0027155855932 0,923603341285866 -1,18623475007528 0,0439394256820785 -0,516055974939691 -0,540183411507244 -0,375390399878919 -1,26975525959186 -0,373991592982096 -1,24014826807614 -0,667576451235828 -0,585791705027553 2016-01-02 "January" "2016" "Saturday" "1" "7" "1" "peak_season" "0" "1" "1" "0"
0,128849464829716 -0,822599666302552 1,33909919794257 0,0244641429739428 -1,34127019607703 -0,800848115985127 NA -0,623980786084574 1,29570216888318 1,20382309001056 -1,16492999743572 1,29951858823437 -1,44068130190082 -0,843062675784254 -0,487007901843172 -1,64376282695325 -0,470333558931649 -0,482001787792517 -0,948939945994673 -0,385853294893692 2016-01-03 "January" "2016" "Sunday" "1" "1" "1" "peak_season" "0" "1" "0" "0"
0,838788729684816 -1,16704556075815 1,33764229986899 0,0489760030973269 -1,33516438421864 -1,08701187918682 NA -0,623980786084574 0,422779489628352 1,11717619402332 -1,19370239533038 0,941472892554721 -2,68439177386358 -0,731499176807442 -0,0631890076875995 -1,84348499286279 -0,680409042184785 -0,511843260870313 -0,918563533159299 -0,679485899415203 2016-01-04 "January" "2016" "Monday" "0" "2" "1" "peak_season" "0" "0" "0" "0"
0,932838283308045 -1,18293048361173 1,33576988538751 0,0734587794711426 -1,32859861545838 -1,14619597237075 NA -0,623980786084574 0,0692335417304588 1,15773431554926 -1,21412860146934 -0,345556229753219 -2,41247420683241 -0,831516206204111 -0,552953290410975 -1,68859976571983 -0,703471564514722 -0,612805380622424 -1,23768699723458 -0,571328344119066 2016-01-05 "January" "2016" "Tuesday" "0" "3" "1" "peak_season" "0" "0" "0" "0"
1,09106560499933 -1,66686235467946 1,33348250933497 0,0979052173203687 -1,32157757707456 -1,54599320627281 NA -0,623980786084574 -0,235072548962872 1,23147635468734 -1,21434823809449 -0,517321394572512 -1,73720344878375 -0,934932412008873 -0,771115572141958 -1,67634644357248 -0,717416645647431 -0,658382151751124 -1,25240411736637 -0,668291934242516 2016-01-06 "January" "2016" "Wednesday" "0" "4" "1" "peak_season" "0" "0" "0" "0"
1,06274151378277 -1,26302751948985 1,33078084951024 0,122308072637873 -1,31410624075557 -1,33107350379965 NA -0,623980786084574 1,12723016703002 1,06740031760512 -1,2486115516179 2,409944090376 -2,37393055169984 -0,704087329178247 -0,124801446045018 -1,81978347234557 -0,74883933232197 -0,903828630380472 -1,70075904787192 -0,768550926658756 2016-01-07 "January" "2016" "Thursday" "0" "5" "1" "peak_season" "0" "0" "0" "0"
0,844979918181671 -0,913787507998483 1,32766570647345 0,146660114330969 -1,30618985287908 -1,08686744364828 NA -0,623980786084574 1,18137514410937 -1,2186028956753 -0,867761643607676 -0,343137002079708 -1,64283309315779 -0,760551213278424 -0,0274333616425573 -1,16000475672219 -0,929165882853244 -0,736391523378599 -1,32661270560338 -0,544753358098412 2016-01-08 "January" "2016" "Friday" "0" "6" "1" "peak_season" "0" "0" "0" "0"
0,613410514732623 -1,01531902038977 1,32413800330871 0,170954126364142 -1,29783391569774 -1,04950860855841 NA -0,623980786084574 0,330902821204513 0,276516947849231 -1,11024047777336 -0,597155907798381 -1,74477138107004 -0,575002934442917 -0,181552525629809 -1,40209334460172 -0,611944330372482 -1,07484787435799 -1,00304757083246 -0,599493445338495 2016-01-09 "January" "2016" "Saturday" "1" "7" "1" "peak_season" "0" "1" "0" "0"
0,322447602268121 -0,676725684393418 1,32019878535059 0,19518290989732 -1,28904417636415 -0,771549760601154 NA -0,623980786084574 1,05950178106666 0,195400704797345 -0,944634462410202 -0,287494765588951 -2,62803707809439 -0,657280631716623 -0,272544480047883 -1,17260733347619 -0,505430759425173 -0,921507273997109 -1,09711484952167 -0,419609805865824 2016-01-10 "January" "2016" "Sunday" "1" "1" "1" "peak_season" "0" "1" "0" "0"
1,18883396772728 -0,914285598080121 1,3158492198744 0,21933928541904 -1,27982660968438 -0,905519384672533 NA -0,623980786084574 0,159978259413963 0,54014473776786 -1,20435477165016 0,201189224460304 -2,97584516609893 -0,644829758943346 -0,162230385870493 -0,98127830721933 -0,861867205285607 -1,00121344734989 -0,783413684737173 -0,499375631374483 2016-01-11 "January" "2016" "Monday" "0" "2" "1" "peak_season" "0" "0" "0" "0"
0,99295463213331 -0,796786147821648 1,31109059575025 0,2434160948739 -1,27018740306649 -0,808973257010524 NA -0,623980786084574 0,939892319504619 0,964161462811809 -1,08124844325355 0,561654147813468 -2,45221465125678 -0,876468110676425 -0,571306681139514 -1,01517806225102 -0,834734319872813 -1,07303021780894 -1,00350904311253 -0,487304873709013 2016-01-12 "January" "2016" "Tuesday" "0" "3" "1" "peak_season" "0" "0" "0" "0"
1,21382718843169 -0,850887032188927 1,30592432306118 0,267406203783637 -1,26013294115551 -0,863786186060286 NA -0,623980786084574 0,258080656909643 0,361320292858021 -1,10233355926795 0,827769191899696 -0,801771818511474 -1,10373007068679 -0,929814277001974 -1,16532077947198 -0,975420008794814 -1,09545603890207 -0,894647732244856 -0,711871493311756 2016-01-13 "January" "2016" "Wednesday" "0" "4" "1" "peak_season" "0" "0" "0" "0"
1,55884212436506 -1,2035223577368 1,30035193268527 0,291302503361232 -1,24966978890053 -1,10926114041238 NA -0,623980786084574 0,92385635068321 0,75768375322519 -1,16075690155787 2,0857675821255 -1,23898710654955 -1,10687632077816 -0,773599092384496 -1,25334029307884 -1,16016974457892 -1,28242811961323 -0,944771313064739 -0,932195328902813 2016-01-14 "January" "2016" "Thursday" "0" "5" "1" "peak_season" "0" "0" "0" "0"
1,6279962320964 -1,28359448911083 1,29437507584207 0,315097912617397 -1,23880467713035 -1,22824857678664 NA -0,623980786084574 -0,349776890650129 0,966005013790261 -1,15471689436625 0,658423254753915 -0,691350406501528 -1,36668913130753 -0,619409473922278 -1,39186202280872 -1,27006094239731 -1,39671810932735 -1,27148215054478 -0,935245526515417 2016-01-15 "January" "2016" "Friday" "0" "6" "1" "peak_season" "0" "0" "0" "0"
1,1852204624811 -1,36834866725227 1,28799552360323 0,338785380458821 -1,22754448624777 -1,35153077085308 NA -0,623980786084574 0,313357584729324 -0,00923345381082175 -0,978678139308463 0,556815692466446 0,481045503544701 -1,57616194037498 -0,956375614064006 -1,64014896086539 -1,32631886767043 -1,60537154541739 -1,34566766516779 -1,18712646140179 2016-01-16 "January" "2016" "Saturday" "1" "7" "1" "peak_season" "0" "1" "0" "0"
1,35441606242547 -1,6694275185999 1,28121516636778 0,362357887777567 -1,2158962308645 -1,59259688406517 NA -0,623980786084574 -0,719547465826153 -1,37346117786527 -0,702265446557097 -0,514902166899001 1,00629520389929 -1,63497497344715 -1,23567476644639 -1,92737962574679 -1,77894238194238 -1,72197227936142 -1,42419101922343 -1,39020423448651 2016-01-17 "January" "2016" "Sunday" "1" "1" "1" "peak_season" "0" "1" "0" "0"
2,46664315089472 -2,03972843904321 1,27403601330189 0,385808449530978 -1,20386704318187 -1,91708342434493 NA -0,623980786084574 -0,803877795981094 -1,36239987199455 -0,677556326227713 -0,633444322901048 0,446761010303493 -1,82645169185799 -0,685337248871339 -2,06837922500181 -2,32830371142775 -2,05236519650089 -1,70313563011426 -1,44722175307437 2016-01-18 "January" "2016" "Monday" "0" "2" "1" "peak_season" "0" "0" "0" "0"
2,54794425657044 -1,92686952804533 1,26646019174356 0,409130116811502 -1,19146415856647 -1,93489934385241 NA -0,623980786084574 -0,85953204071422 0,040542422607381 -0,851947806596871 -0,568125175716247 0,0108129109273012 -1,77398097778852 -0,797923499866369 -2,14558655125934 -2,41203013344608 -1,33426033641869 -2,04621335112733 -1,63285284164168 2016-01-19 "January" "2016" "Tuesday" "0" "3" "1" "peak_season" "0" "0" "0" "0"
2,05163257573582 -1,40588805640508 1,25848994657221 0,432315978905803 -1,1786949008123 -1,59515660511471 NA -0,623980786084574 -1,0131000244863 0,52170922798334 -1,01645563883428 -0,292333220935974 0,251191560151366 -1,71212899669874 -0,845709247511788 -1,88026334112622 -1,94786244988099 -1,83558064786964 -1,94165142366894 -1,58198401617058 2016-01-20 "January" "2016" "Wednesday" "0" "4" "1" "peak_season" "0" "0" "0" "0"
2,29410545111018 -1,81528489750631 1,2501276395435 0,455359165342549 -1,1655666661485 -1,79467579988303 NA -0,623980786084574 -0,888019467679312 0,270986294913875 -1,06796042743197 -0,587478997104336 1,01428553240622 -1,73362006918644 -0,677974756237434 -1,86288516717168 -1,61374846033543 -1,82861457582929 -1,45897064673111 -1,52202032619807 2016-01-21 "January" "2016" "Thursday" "0" "5" "1" "peak_season" "0" "0" "0" "0"
2,14798051840806 -1,66366212590493 1,24137574858948 0,478252847928287 -1,15208691163731 -1,67380253464839 NA -0,623980786084574 0,292982471403298 -0,294983855470874 -0,802090292687805 0,636650205692314 0,784149991532458 -1,4249081707571 -0,54434023084643 -2,08401112592306 -1,47149228248611 -1,44558696585471 -1,83827009612705 -1,54285529356894 2016-01-22 "January" "2016" "Friday" "0" "6" "1" "peak_season" "0" "0" "0" "0"
0,808638240945246 -0,810251183028603 1,23223686708431 0,500990242770779 -1,13826313730029 -1,09433561556424 NA -0,623980786084574 -0,0130215454005348 0,00367140303834181 -0,877206018489129 -0,609252046165936 1,32193077976575 -1,00621547893893 -0,267401303375394 -1,26778105197316 -0,555884329731299 -0,549259914300111 -1,6977940884725 -1,24356812051346 2016-01-23 "January" "2016" "Saturday" "1" "7" "1" "peak_season" "0" "1" "0" "0"
0,523813351120275 -0,663870809536469 1,22271370307583 0,523564612289222 -1,12410287733843 -0,837569893947417 NA -0,623980786084574 0,489753241764825 1,17801337631224 -1,23532353579632 -0,236690984445217 1,25399538761427 -0,851911264652675 -0,379740963708045 -1,18166957142795 -0,514023270076831 -0,608536788247939 -0,907122866215985 -0,837657779024222 2016-01-24 "January" "2016" "Sunday" "1" "1" "1" "peak_season" "0" "1" "0" "0"
0,33156445470191 -0,0558646991326462 1,21280907848304 0,545969267210732 -1,10961368351275 -0,256308539052775 NA -0,623980786084574 0,295057714427245 -0,293140304492422 -0,719287285006227 -0,633444322901048 0,778377243183838 -0,634363974534659 -0,397072764549583 -0,469598250276875 -0,0244007577610146 -0,083586941659408 -0,771503854309125 -0,688064347999251 2016-01-25 "January" "2016" "Monday" "0" "2" "1" "peak_season" "0" "0" "0" "0"
0,531652706890548 -0,11054668859517 1,20252592825999 0,568197568552523 -1,09480311448287 -0,182403302990866 NA -0,623980786084574 1,80036354061577 0,352102537965761 -0,929699171899997 0,106839345193369 0,296317556388771 -0,505064975651806 -0,505643110471574 -0,584672128624895 -0,107245124354409 0,176482970642438 -0,208196178839019 -0,477158601260753 2016-01-26 "January" "2016" "Tuesday" "0" "3" "1" "peak_season" "0" "0" "0" "0"
0,489486400342727 0,0945045457632746 1,191867299526 0,590242929589183 -1,07967872545908 0,0432628076829498 NA -0,623980786084574 3,11587895934149 1,26650382327793 -1,2450973656155 1,6744988776286 -0,516161573994847 -0,359210799674289 -0,555683401315892 -0,31596298698932 0,0589298149934401 -0,305887304446136 -0,258858143985646 -0,351806996572251 2016-01-27 "January" "2016" "Wednesday" "0" "4" "1" "peak_season" "0" "0" "0" "0"
0,675307238823538 -0,454017156640896 1,1808363506628 0,612098817804458 -1,06424805377811 -0,328290185054042 NA -0,623980786084574 0,855184672436234 -1,24809971133053 -0,60815115268029 -0,188306430974993 0,525925101986742 -0,443814652618473 -0,59591290652125 -0,18451090577109 -0,493976947029224 0,0614098416704847 -0,0688815430892925 -0,210405630998913 2016-01-28 "January" "2016" "Thursday" "0" "5" "1" "peak_season" "0" "0" "0" "0"
0,772348881584853 -0,347749637723366 1,16943635037862 0,633758756826981 -1,04851861106371 -0,306100491385181 NA -0,623980786084574 3,19870002184265 1,16142141750617 -1,18788202476391 -0,418133059958554 0,249396376213687 -0,671329538945566 -0,600862333387583 -0,553764934117633 -0,62446521469713 -0,815353231017142 -0,577077891512464 -0,292426596520788 2016-01-29 "January" "2016" "Friday" "0" "6" "1" "peak_season" "0" "0" "0" "0"
0,45662473554011 -0,39111253008066 1,15767067673956 0,65521632834936 -1,03249787256528 -0,399043013401566 NA -0,623980786084574 2,3272866102416 0,619417429841294 -1,21346969159389 4,29694167571471 -0,869742410347993 -0,539432296990912 -0,557902717277308 -0,355303761156348 -0,449818240560542 -0,041983877135268 -0,478622780560289 -0,51299563679203 2016-01-30 "January" "2016" "Saturday" "1" "7" "1" "peak_season" "0" "1" "0" "0"
0,50009772986499 -0,788177490910666 1,14554281616865 0,676465174030061 -1,01619326775064 -0,676472404708214 NA -0,623980786084574 1,06516153476833 0,621260980819746 -1,05115822560799 0,0584547917231455 -0,836513907658359 -0,46003259462417 -0,413594338929016 -0,709778805094756 -0,718806420780373 -0,8064969895335 -0,518797788142406 -0,385125111297991 2016-01-31 "January" "2016" "Sunday" "1" "1" "1" "peak_season" "0" "1" "0" "0"
0,345896803219526 0,0362570614663564 1,13305636241272 0,697498997377521 -0,999612172153209 -0,149370672211451 NA -0,623980786084574 3,03664240751806 1,12639394891558 -1,11254666233743 -0,190725658648505 -0,357481393777828 -0,145288786762651 -0,397319355211962 -0,207517593439277 0,176277608184551 -0,826500879958889 -0,886671953004374 -0,308149417832043 2016-02-01 "February" "2016" "Monday" "0" "2" "1" "peak_season" "0" "0" "0" "0"
