"Conso" "Temp" "cosinus" "sinus" "day_length" "teff" "seuil" "T00" "t1" "t2" "t3" "t4" "t5" "t6" "t7" "Date" "month" "year" "day" "weekend" "wday" "quarter" "season" "holidays" "jc" "lagholidays" "leadholidays"
0,449371707707644 -1,17829303737376 1,19452954064753 0,596015998385505 -1,05598059871702 -1,20725372813674 0,213352409726795 -0,842041184150731 -0,972566473205259 -1,40654552405294 -1,16860387299941 -0,653250049966846 -1,08291960228395 -1,00883262322234 -1,47956166623578 2015-01-27 "January" "2015" "Tuesday" "0" "3" "1" "peak_season" "0" "0" "0" "0"
0,464665048081339 -1,08983783112196 1,18348875433559 0,617859325085937 -1,0410114799241 -1,11190182905235 0,213352409726795 -0,842041184150731 -0,891181550369485 -1,54848724202724 -1,02161007386449 -1,06239980062826 -1,1751192409229 -0,977440626417423 -1,40391186446887 2015-01-28 "January" "2015" "Wednesday" "0" "4" "1" "peak_season" "0" "0" "0" "0"
0,509987285700931 -1,45744388307748 1,17207858748098 0,639506815214008 -1,02575567778838 -1,37482447422675 0,213352409726795 -0,842041184150731 -0,798333962345575 -1,47579471799728 -1,32593317363601 -0,919522109921099 -1,0867453134308 -0,89589800057051 -1,54565972535535 2015-01-29 "January" "2015" "Thursday" "0" "5" "1" "peak_season" "0" "0" "0" "0"
0,517940263460786 -1,54551616635849 1,16030242116239 0,660952054151204 -1,01022039945411 -1,481030251478 0,213352409726795 -0,842041184150731 -1,06694241658759 -1,73289669772431 -1,51120660796232 -1,36954863305756 -1,45401358352784 -0,802870497843752 -1,47306648123559 2015-01-30 "January" "2015" "Friday" "0" "6" "1" "peak_season" "0" "0" "0" "0"
0,39505931512754 -1,45016834663253 1,14816374491205 0,682188687210399 -0,994412805745623 -1,47798266789307 0,213352409726795 -0,842041184150731 -1,19838097741156 -1,86489101767346 -1,56441530087835 -1,35273949297436 -1,54200493990526 -1,07199944606149 -1,729817323596 2015-01-31 "January" "2015" "Saturday" "1" "7" "1" "peak_season" "0" "1" "0" "0"
0,387328819631196 -1,55049416497872 1,1356661556817 0,703210421518897 -0,978340003598656 -1,54784533494076 0,213352409726795 -0,842041184150731 -1,23735403905123 -1,82586661003632 -1,46565384208457 -1,32523362738368 -1,44674473234884 -1,2036927009504 -1,86163137212925 2015-02-01 "February" "2015" "Sunday" "1" "1" "1" "peak_season" "0" "1" "0" "0"
0,544357826492994 -1,48309972212021 1,12281335677676 0,724011027883134 -0,962009037886252 -1,5012933991162 0,213352409726795 -0,842041184150731 -1,33402251547118 -1,59478090206738 -1,55178302126519 -1,47766196586538 -1,54697836439616 -1,24274128234188 -1,82266026212811 2015-02-02 "February" "2015" "Monday" "0" "2" "1" "peak_season" "0" "0" "0" "0"
0,563794968256456 -1,56734277569335 1,10960915675892 0,74458434263453 -0,945426883547363 -1,56559779901723 0,213352409726795 -0,842041184150731 -1,45017752271097 -1,89014210496808 -1,74203280816639 -1,75768695861498 -1,4796458482117 -1,33959707736192 -1,59189015976846 2015-02-03 "February" "2015" "Tuesday" "0" "3" "1" "peak_season" "0" "0" "0" "0"
0,604391360847963 -1,68145382098788 1,09605746831763 0,764924269455917 -0,928600442559464 -1,65055160556597 0,213352409726795 -0,842041184150731 -1,43145516957035 -2,13576631774301 -1,74203280816639 -1,62053965657254 -1,56381149344227 -1,45597716307771 -1,88684797271821 2015-02-04 "February" "2015" "Wednesday" "0" "4" "1" "peak_season" "0" "0" "0" "0"
0,669601378551651 -1,89474191571624 1,08216230711064 0,785024781188006 -0,911536533645176 -1,83246801126869 0,213352409726795 -0,842041184150731 -1,50023116069917 -1,99114645414655 -1,91773633369485 -1,6339105634569 -1,67781768561823 -1,43721853084062 -2,13213672390182 2015-02-05 "February" "2015" "Thursday" "0" "5" "1" "peak_season" "0" "0" "0" "0"
